"﻿""Tarih""",Şimdi,Açılış,Yüksek,Düşük,Hac.,Fark %
2022-12-15,22.701371633949773
2022-12-15,22.70350298361561
2022-12-15,22.704561108354255
15.12.2022,"22,6894","23,1366","23,1488","22,6219","203,93K","-1,94%"
14.12.2022,"23,1374","23,0053","23,1835","22,9981","246,90K","0,81%"
13.12.2022,"22,9513","22,8749","23,2327","22,6847","201,65K","0,39%"
12.12.2022,"22,8621","22,8568","23,0158","22,6700","180,63K","0,03%"
09.12.2022,"22,8559","22,8088","23,0218","22,6938","207,28K","0,28%"
08.12.2022,"22,7930","22,7450","22,8922","22,5730","229,63K","0,26%"
07.12.2022,"22,7334","22,6131","22,8082","22,4401","242,82K","0,57%"
06.12.2022,"22,6039","22,7169","22,8901","22,5250","228,69K","-0,41%"
05.12.2022,"22,6973","22,9044","23,1059","22,6654","246,18K","-0,85%"
02.12.2022,"22,8910","22,8405","22,9712","22,5889","195,60K","0,37%"
01.12.2022,"22,8066","22,4388","22,9391","22,3698","234,69K","1,76%"
30.11.2022,"22,4115","22,2759","22,5257","22,0977","243,41K","0,60%"
29.11.2022,"22,2773","22,2812","22,5382","22,1796","212,24K","0,10%"
28.11.2022,"22,2543","22,4883","22,6317","22,2299","205,86K","-0,98%"
25.11.2022,"22,4750","22,5408","22,6759","22,3850","167,01K","-0,21%"
24.11.2022,"22,5229","22,4412","22,6767","22,3558","196,67K","0,44%"
23.11.2022,"22,4242","22,1218","22,5023","21,9984","169,19K","1,41%"
22.11.2022,"22,1120","22,0168","22,2112","21,9036","189,01K","0,50%"
21.11.2022,"22,0010","22,1382","22,1963","21,8444","224,78K","-0,41%"
18.11.2022,"22,0910","22,0517","22,3064","21,9725","239,31K","0,34%"
17.11.2022,"22,0158","22,1722","22,3161","21,8969","199,66K","-0,56%"
16.11.2022,"22,1394","22,0825","22,2773","21,9345","224,32K","0,37%"
15.11.2022,"22,0583","21,8780","22,3801","21,7544","258,44K","1,00%"
14.11.2022,"21,8406","21,9732","22,0438","21,6744","234,80K","-0,63%"
11.11.2022,"21,9796","21,6597","22,0130","21,4869","263,62K","1,54%"
10.11.2022,"21,6454","21,1143","21,7059","20,9993","258,06K","2,65%"
09.11.2022,"21,0865","21,3953","21,5828","20,9302","257,03K","-1,35%"
08.11.2022,"21,3744","21,2360","21,5739","21,1257","233,81K","0,68%"
07.11.2022,"21,2299","21,1260","21,4450","20,9193","239,07K","0,53%"
04.11.2022,"21,1185","20,7901","21,1621","20,7062","235,50K","1,61%"
03.11.2022,"20,7830","21,2295","21,3469","20,7572","221,16K","-2,01%"
02.11.2022,"21,2085","21,3433","21,5741","21,1959","208,87K","-0,53%"
01.11.2022,"21,3207","21,3522","21,6012","21,2356","195,42K","-0,01%"
31.10.2022,"21,3232","21,5826","21,6970","21,3195","199,99K","-1,15%"
28.10.2022,"21,5718","21,5068","21,6575","21,3309","210,07K","0,31%"
27.10.2022,"21,5060","21,6347","21,7482","21,3759","244,57K","-0,51%"
26.10.2022,"21,6159","21,3485","21,6590","21,1670","252,04K","1,40%"
25.10.2022,"21,3166","20,9902","21,3864","20,8615","224,00K","1,63%"
24.10.2022,"20,9756","21,0209","21,2743","20,8960","234,18K","-0,16%"
21.10.2022,"21,0086","20,8941","21,0424","20,5685","236,28K","0,55%"
20.10.2022,"20,8934","20,8643","21,0781","20,7064","244,63K","0,23%"
19.10.2022,"20,8454","21,0415","21,1660","20,7656","232,64K","-0,87%"
18.10.2022,"21,0282","21,1026","21,2490","20,8930","249,66K","-0,27%"
17.10.2022,"21,0853","20,7567","21,2572","20,7557","216,42K","1,71%"
14.10.2022,"20,7298","21,0252","21,1584","20,7266","251,88K","-1,19%"
13.10.2022,"20,9796","20,6078","21,1300","20,4492","224,73K","1,89%"
12.10.2022,"20,5911","20,3910","20,6882","20,2639","239,97K","1,05%"
11.10.2022,"20,3775","20,5424","20,7810","20,3006","255,26K","-0,75%"
10.10.2022,"20,5314","20,5956","20,7039","20,4059","239,88K","-0,21%"
07.10.2022,"20,5741","20,7340","20,8944","20,5105","220,82K","-0,72%"
06.10.2022,"20,7223","21,0243","21,2293","20,6480","233,99K","-1,44%"
05.10.2022,"21,0242","21,3183","21,4435","20,8421","256,84K","-1,30%"
04.10.2022,"21,3017","21,0002","21,3572","20,7740","241,66K","1,49%"
03.10.2022,"20,9886","20,6380","21,0508","20,5406","230,32K","1,66%"
30.09.2022,"20,6460","20,5650","20,8447","20,4062","220,37K","0,43%"
29.09.2022,"20,5584","20,1467","20,5903","19,8790","250,29K","2,04%"
28.09.2022,"20,1472","19,7888","20,2164","19,5134","264,15K","1,85%"
27.09.2022,"19,7807","19,7278","20,1091","19,6448","256,90K","0,40%"
26.09.2022,"19,7014","19,9958","20,1737","19,1325","254,44K","-1,44%"
23.09.2022,"19,9893","20,6514","20,7598","19,9505","193,35K","-3,05%"
22.09.2022,"20,6187","20,6519","20,8774","20,4855","218,05K","-0,12%"
21.09.2022,"20,6426","20,8356","20,9459","20,5235","183,84K","-0,88%"
20.09.2022,"20,8253","20,9038","21,0544","20,7454","188,08K","-0,35%"
19.09.2022,"20,8980","20,8379","20,9681","20,6917","147,70K","0,32%"
16.09.2022,"20,8317","20,9438","21,0348","20,6962","188,46K","-0,50%"
15.09.2022,"20,9372","21,0399","21,1640","20,8740","197,33K","-0,44%"
14.09.2022,"21,0301","20,9746","21,1756","20,8579","216,88K","0,32%"
13.09.2022,"20,9630","21,2938","21,4932","20,9674","206,33K","-1,47%"
12.09.2022,"21,2766","21,1479","21,3997","21,0686","167,34K","0,71%"
09.09.2022,"21,1270","20,9759","21,3004","20,9504","205,77K","0,77%"
08.09.2022,"20,9660","21,0108","21,1473","20,8421","174,90K","-0,17%"
07.09.2022,"21,0010","20,9946","21,0844","20,7640","173,31K","0,13%"
06.09.2022,"20,9741","20,9838","21,2488","20,9111","201,38K","0,04%"
05.09.2022,"20,9661","20,9430","21,0558","20,7586","189,34K","0,23%"
02.09.2022,"20,9171","21,0156","21,1983","20,8766","209,09K","-0,44%"
01.09.2022,"21,0093","21,1513","21,2241","20,8055","212,27K","-0,60%"
31.08.2022,"21,1367","21,1954","21,3521","21,0592","214,98K","-0,16%"
30.08.2022,"21,1713","21,2904","21,3822","21,1306","209,42K","-0,51%"
29.08.2022,"21,2800","21,3396","21,3895","21,0893","185,56K","-0,15%"
26.08.2022,"21,3129","21,5016","21,7222","21,2677","187,12K","-0,83%"
25.08.2022,"21,4912","21,4226","21,6396","21,3211","202,81K","0,37%"
24.08.2022,"21,4128","21,4485","21,5396","21,2477","194,00K","-0,06%"
23.08.2022,"21,4254","21,2847","21,5117","21,1173","205,69K","0,90%"
22.08.2022,"21,2335","21,3876","21,5491","21,2171","205,93K","-0,73%"
19.08.2022,"21,3891","21,5141","21,6780","21,3353","197,29K","-0,44%"
18.08.2022,"21,4829","21,6278","21,8874","21,3908","206,16K","-0,57%"
17.08.2022,"21,6062","21,6901","21,8807","21,5562","171,53K","-0,24%"
16.08.2022,"21,6580","21,6525","21,8088","21,4878","176,72K","0,10%"
15.08.2022,"21,6369","21,7556","21,8906","21,5683","176,32K","-0,53%"
12.08.2022,"21,7520","21,9090","22,0317","21,6019","211,38K","-0,68%"
11.08.2022,"21,9005","21,8585","22,0666","21,6877","208,73K","0,24%"
10.08.2022,"21,8471","21,6285","21,9817","21,4963","234,30K","1,09%"
09.08.2022,"21,6120","21,6700","21,8767","21,3822","219,67K","-0,08%"
08.08.2022,"21,6288","21,6250","21,8479","21,5157","198,51K","0,04%"
05.08.2022,"21,6193","21,8067","21,9531","21,5448","195,36K","-0,79%"
04.08.2022,"21,7909","21,7869","21,9741","21,6115","200,28K","0,04%"
03.08.2022,"21,7818","21,8461","21,9895","21,6733","197,53K","-0,15%"
02.08.2022,"21,8151","21,9291","22,0975","21,7743","217,09K","-0,49%"
01.08.2022,"21,9223","21,7901","22,1218","21,6968","199,30K","0,60%"
29.07.2022,"21,7910","21,8022","22,0690","21,5264","187,96K","-0,06%"
28.07.2022,"21,8046","21,7290","21,9404","21,5982","213,35K","0,45%"
27.07.2022,"21,7079","21,4879","21,8203","21,3754","185,02K","1,08%"
26.07.2022,"21,4757","21,4410","21,6507","21,0844","188,51K","0,37%"
25.07.2022,"21,3961","21,2969","21,5656","21,1374","193,60K","0,62%"
22.07.2022,"21,2643","21,2491","21,4088","20,9934","182,29K","0,13%"
21.07.2022,"21,2377","21,0690","21,3032","20,9414","210,74K","0,80%"
20.07.2022,"21,0695","21,0657","21,2589","20,8364","198,22K","0,08%"
19.07.2022,"21,0532","20,8764","21,2112","20,7577","186,85K","1,09%"
18.07.2022,"20,8264","20,6660","21,0231","20,5210","162,76K","1,02%"
15.07.2022,"20,6166","20,6297","20,7332","20,4463","206,83K","-0,01%"
14.07.2022,"20,6184","20,7251","20,8322","20,4824","208,52K","-0,32%"
13.07.2022,"20,6838","20,5840","20,8943","20,4584","223,66K","0,61%"
12.07.2022,"20,5593","20,6510","20,6876","20,4403","204,31K","-0,36%"
11.07.2022,"20,6340","20,7780","20,8243","20,6112","161,56K","-0,65%"
08.07.2022,"20,7686","20,7679","20,9182","20,5727","204,38K","0,04%"
07.07.2022,"20,7594","20,5414","20,8221","20,4312","206,72K","1,18%"
06.07.2022,"20,5175","20,3293","20,6635","20,1623","225,58K","1,17%"
05.07.2022,"20,2800","20,3568","20,5609","20,1618","200,46K","-0,26%"
04.07.2022,"20,3324","20,2770","20,4955","20,1500","168,30K","0,30%"
01.07.2022,"20,2706","20,3365","20,4134","20,0485","179,05K","-0,26%"
30.06.2022,"20,3241","20,1779","20,4825","19,9673","189,38K","0,75%"
29.06.2022,"20,1721","20,3153","20,5152","19,9694","231,91K","-0,69%"
28.06.2022,"20,3113","20,3090","20,5333","20,1547","215,55K","0,23%"
27.06.2022,"20,2637","20,7116","20,7560","19,6539","186,86K","-2,13%"
24.06.2022,"20,7056","21,2789","21,4636","20,2223","191,77K","-2,68%"
23.06.2022,"21,2751","21,2696","21,4118","21,0763","241,40K","0,04%"
22.06.2022,"21,2656","21,2872","21,4014","21,0546","224,80K","-0,09%"
21.06.2022,"21,2850","21,2381","21,4294","21,0793","182,13K","0,31%"
20.06.2022,"21,2193","21,1703","21,3689","21,0527","190,00K","0,20%"
17.06.2022,"21,1770","21,3782","21,4456","20,9733","223,50K","-0,88%"
16.06.2022,"21,3650","21,0000","21,4652","20,7841","234,02K","1,85%"
15.06.2022,"20,9761","20,7222","21,0814","20,5895","213,90K","1,25%"
14.06.2022,"20,7164","20,9513","21,1528","20,6105","207,18K","-0,97%"
13.06.2022,"20,9197","21,1206","21,3329","20,7460","193,82K","-0,49%"
10.06.2022,"21,0222","21,4874","21,6870","20,8878","181,12K","-2,09%"
09.06.2022,"21,4717","21,5082","21,7071","21,0123","164,63K","-0,02%"
08.06.2022,"21,4763","21,1019","21,6105","21,0214","203,85K","1,93%"
07.06.2022,"21,0702","20,7789","21,1319","20,5660","178,94K","1,51%"
06.06.2022,"20,7577","20,5390","20,9193","20,4147","160,93K","1,28%"
03.06.2022,"20,4961","20,7150","20,8552","20,4317","133,58K","-0,94%"
02.06.2022,"20,6902","20,4757","20,8403","20,3612","156,74K","1,14%"
01.06.2022,"20,4577","20,6749","20,8015","20,4142","171,75K","-0,85%"
31.05.2022,"20,6322","20,7334","20,8054","20,5096","185,95K","-0,42%"
30.05.2022,"20,7202","20,4638","20,8284","20,4107","147,31K","1,50%"
27.05.2022,"20,4136","20,6065","20,8213","20,4067","201,31K","-0,81%"
26.05.2022,"20,5807","20,5583","20,7957","20,3581","199,50K","0,26%"
25.05.2022,"20,5274","20,1712","20,6084","20,0868","202,45K","1,81%"
24.05.2022,"20,1625","20,0590","20,3577","19,9489","197,20K","0,54%"
23.05.2022,"20,0538","19,8672","20,1818","19,6651","199,30K","1,11%"
20.05.2022,"19,8335","19,7913","20,0431","19,7229","188,97K","0,51%"
19.05.2022,"19,7320","19,6787","19,8897","19,6511","219,46K","0,40%"
18.05.2022,"19,6526","19,8626","19,9694","19,6004","213,69K","-1,01%"
17.05.2022,"19,8530","19,1552","19,8953","19,1154","203,20K","3,73%"
16.05.2022,"19,1399","18,9412","19,2087","18,8372","173,74K","0,86%"
13.05.2022,"18,9762","18,7663","19,0408","18,6245","222,49K","1,26%"
12.05.2022,"18,7408","18,7756","18,9091","18,5729","228,30K","0,01%"
11.05.2022,"18,7388","18,8043","19,0785","18,6103","215,01K","-0,27%"
10.05.2022,"18,7894","18,6120","18,9133","18,5469","213,94K","1,02%"
09.05.2022,"18,6003","18,4461","18,6999","18,2672","181,37K","0,87%"
06.05.2022,"18,4399","18,3780","18,5202","18,1879","188,47K","0,44%"
05.05.2022,"18,3600","18,6025","18,7206","18,3091","200,42K","-1,23%"
04.05.2022,"18,5885","18,5191","18,6430","18,4045","168,07K","0,52%"
03.05.2022,"18,4925","18,5933","18,6874","18,4785","166,74K","-0,41%"
02.05.2022,"18,5680","18,6660","18,7414","18,5697","128,52K","-0,48%"
29.04.2022,"18,6574","18,4258","18,7439","18,3462","196,76K","1,28%"
28.04.2022,"18,4209","18,5905","18,6672","18,3388","184,33K","-0,78%"
27.04.2022,"18,5655","18,6106","18,7365","18,4995","163,80K","-0,22%"
26.04.2022,"18,6057","18,8273","18,9424","18,5938","187,17K","-1,12%"
25.04.2022,"18,8172","18,9613","18,9995","18,6978","187,77K","-0,51%"
22.04.2022,"18,9139","19,1651","19,2437","18,9009","173,28K","-1,23%"
21.04.2022,"19,1497","19,1777","19,2965","19,0457","210,14K","-0,10%"
20.04.2022,"19,1690","19,0489","19,2251","18,9676","186,94K","0,75%"
19.04.2022,"19,0272","19,0516","19,1787","18,9414","166,74K","-0,05%"
18.04.2022,"19,0368","19,1146","19,1967","18,9368","145,70K","-0,34%"
15.04.2022,"19,1012","19,0938","19,2118","18,9711","224,99K","0,17%"
14.04.2022,"19,0695","19,1439","19,2871","19,0390","192,46K","-0,35%"
13.04.2022,"19,1358","18,9816","19,2278","18,8005","174,42K","0,86%"
12.04.2022,"18,9729","19,1078","19,2029","18,9445","169,57K","-0,65%"
11.04.2022,"19,0978","19,2379","19,2791","19,0361","138,76K","-0,60%"
08.04.2022,"19,2130","19,2726","19,3703","19,1153","147,56K","-0,24%"
07.04.2022,"19,2601","19,2254","19,3908","19,1619","145,05K","0,24%"
06.04.2022,"19,2137","19,2584","19,3566","19,1355","167,42K","-0,09%"
05.04.2022,"19,2311","19,2623","19,4263","19,1891","157,91K","-0,09%"
04.04.2022,"19,2475","19,2599","19,4025","19,1792","146,17K","-0,02%"
01.04.2022,"19,2517","19,2778","19,3967","19,1161","214,07K","-0,08%"
31.03.2022,"19,2676","19,2460","19,3757","19,1388","180,36K","0,19%"
30.03.2022,"19,2301","19,0940","19,3796","19,0496","162,35K","0,77%"
29.03.2022,"19,0823","19,3904","19,5984","19,0411","167,19K","-1,55%"
28.03.2022,"19,3834","19,5676","19,6246","19,3594","147,93K","-0,83%"
25.03.2022,"19,5451","19,5602","19,7012","19,4468","152,34K","0,10%"
24.03.2022,"19,5247","19,5926","19,7006","19,4517","148,51K","-0,27%"
23.03.2022,"19,5766","19,6618","19,7834","19,5179","162,27K","-0,34%"
22.03.2022,"19,6428","19,5229","19,7010","19,3491","158,35K","0,71%"
21.03.2022,"19,5049","19,5213","19,6454","19,3886","144,54K","0,10%"
18.03.2022,"19,4853","19,3314","19,6084","19,1604","156,32K","0,83%"
17.03.2022,"19,3244","19,2456","19,5570","19,0782","172,46K","0,64%"
16.03.2022,"19,2018","19,1746","19,3864","19,0231","206,59K","0,19%"
15.03.2022,"19,1661","19,2174","19,4642","18,9305","222,61K","-0,22%"
14.03.2022,"19,2080","19,2500","19,4923","19,1509","171,25K","-0,13%"
11.03.2022,"19,2334","19,4238","19,6901","19,1623","215,83K","-0,76%"
10.03.2022,"19,3800","19,3108","19,6624","19,1810","189,81K","0,46%"
09.03.2022,"19,2912","18,9918","19,3534","18,9366","201,66K","1,70%"
08.03.2022,"18,9682","18,8403","19,1607","18,7687","227,51K","0,76%"
07.03.2022,"18,8242","18,7182","19,0508","18,6304","206,58K","0,35%"
04.03.2022,"18,7590","18,8428","19,2364","18,6113","208,68K","-0,28%"
03.03.2022,"18,8112","18,7945","19,0453","18,6319","206,99K","0,19%"
02.03.2022,"18,7755","18,5443","18,9475","18,4064","180,41K","1,25%"
01.03.2022,"18,5429","18,5606","18,8120","18,3496","191,64K","-0,19%"
28.02.2022,"18,5777","18,5336","18,9300","18,2899","198,76K","0,28%"
25.02.2022,"18,5252","18,7756","19,0082","18,3841","183,61K","-1,09%"
24.02.2022,"18,7295","18,7226","19,7585","18,5809","244,08K","0,16%"
23.02.2022,"18,6989","18,7346","18,8831","18,5613","207,54K","-0,11%"
22.02.2022,"18,7198","18,6341","18,9223","18,5000","220,40K","0,63%"
21.02.2022,"18,6033","18,5842","18,6830","18,4511","156,23K","0,34%"
18.02.2022,"18,5403","18,4823","18,6342","18,3739","188,69K","0,33%"
17.02.2022,"18,4791","18,4757","18,6250","18,3833","189,35K","0,05%"
16.02.2022,"18,4692","18,4186","18,5807","18,3341","178,21K","0,39%"
15.02.2022,"18,3966","18,3925","18,6087","18,2924","162,24K","0,12%"
14.02.2022,"18,3748","18,3359","18,5240","18,1325","169,52K","0,24%"
11.02.2022,"18,3300","18,2952","18,4434","18,1448","192,62K","0,40%"
10.02.2022,"18,2563","18,3258","18,5537","18,2076","184,79K","-0,25%"
09.02.2022,"18,3014","18,3682","18,5798","18,2302","161,41K","-0,30%"
08.02.2022,"18,3569","18,4071","18,5984","18,2318","190,60K","-0,06%"
07.02.2022,"18,3681","18,3591","18,5306","18,1721","170,88K","0,13%"
04.02.2022,"18,3448","18,4410","18,5055","18,2605","217,52K","-0,46%"
03.02.2022,"18,4292","18,2763","18,6474","18,1362","206,52K","0,89%"
02.02.2022,"18,2658","18,0771","18,5405","17,9023","180,76K","1,05%"
01.02.2022,"18,0757","17,9125","18,3725","17,7462","180,56K","1,03%"
31.01.2022,"17,8918","18,1607","18,3757","17,7544","167,50K","-1,50%"
28.01.2022,"18,1634","18,2650","18,4496","18,0105","192,20K","-0,56%"
27.01.2022,"18,2665","18,2819","18,5280","18,0306","191,07K","0,10%"
26.01.2022,"18,2479","18,1978","18,5093","18,0356","183,39K","0,30%"
25.01.2022,"18,1938","18,1591","18,4205","17,8890","194,88K","0,34%"
24.01.2022,"18,1313","18,2311","18,4865","17,9242","187,42K","-0,41%"
21.01.2022,"18,2053","18,1629","18,4878","17,9287","171,74K","0,29%"
20.01.2022,"18,1534","18,2488","18,4538","18,0840","171,07K","-0,24%"
19.01.2022,"18,1975","18,4032","18,7577","18,1427","186,66K","-1,06%"
18.01.2022,"18,3931","18,3465","18,7054","18,1242","194,09K","0,42%"
17.01.2022,"18,3158","18,4974","18,8805","18,0579","188,92K","-0,93%"
14.01.2022,"18,4878","18,6280","18,7623","18,3853","192,47K","-0,52%"
13.01.2022,"18,5843","18,1086","18,9420","18,0317","170,58K","2,91%"
12.01.2022,"18,0594","18,8121","19,0175","18,0142","140,68K","-3,98%"
11.01.2022,"18,8088","18,7513","19,0018","18,3981","146,88K","0,35%"
10.01.2022,"18,7435","18,8540","19,0586","18,3724","131,60K","-0,53%"
07.01.2022,"18,8438","18,7558","19,0023","18,3697","167,26K","0,78%"
06.01.2022,"18,6972","18,5343","18,8711","18,0114","194,61K","1,22%"
05.01.2022,"18,4718","18,1469","18,6604","17,8190","163,53K","2,41%"
04.01.2022,"18,0366","17,7120","18,5322","17,3489","160,54K","2,23%"
03.01.2022,"17,6430","18,0248","18,9710","17,1012","163,57K","-2,07%"
31.12.2021,"18,0154","17,7492","18,5035","17,4179","142,85K","1,50%"
30.12.2021,"17,7492","17,0480","18,2336","16,6764","142,15K","4,15%"
29.12.2021,"17,0420","15,8611","17,2103","15,8099","131,62K","7,53%"
28.12.2021,"15,8492","15,6996","16,1601","15,4507","124,85K","0,96%"
27.12.2021,"15,6981","14,2571","15,9250","14,1597","98,09K","10,14%"
24.12.2021,"14,2523","15,2872","16,5114","13,8820","146,52K","-6,80%"
23.12.2021,"15,2923","16,0583","16,5099","13,6259","160,03K","-4,39%"
22.12.2021,"15,9942","16,4969","17,0199","15,8784","133,28K","-3,02%"
21.12.2021,"16,4925","17,8387","18,7916","15,3987","132,26K","-7,53%"
20.12.2021,"17,8361","21,7488","24,2691","17,8360","125,80K","-17,91%"
17.12.2021,"21,7282","20,8776","22,8097","20,8141","176,22K","4,13%"
16.12.2021,"20,8674","19,6134","21,0415","19,5911","169,63K","6,40%"
15.12.2021,"19,6127","19,0539","19,6923","19,0016","207,89K","2,99%"
14.12.2021,"19,0437","18,2593","19,1442","18,2149","179,38K","4,45%"
13.12.2021,"18,2319","18,4116","19,4076","17,9752","187,78K","-0,98%"
10.12.2021,"18,4121","18,2255","18,4804","18,1038","191,39K","1,07%"
09.12.2021,"18,2180","18,0680","18,2949","17,9723","205,11K","0,88%"
08.12.2021,"18,0593","17,8717","18,2873","17,8331","247,07K","1,08%"
07.12.2021,"17,8669","18,3060","18,4052","17,7635","263,85K","-2,29%"
06.12.2021,"18,2865","18,1486","18,4564","18,0246","214,86K","0,88%"
03.12.2021,"18,1265","18,2134","18,5756","17,6957","192,89K","0,06%"
02.12.2021,"18,1155","17,6167","18,4331","17,5533","212,61K","2,86%"
01.12.2021,"17,6113","17,9247","18,4772","16,5132","210,48K","-1,68%"
30.11.2021,"17,9126","17,0676","18,2960","16,9184","237,82K","5,10%"
29.11.2021,"17,0427","16,5777","17,1999","16,4326","173,18K","2,87%"
26.11.2021,"16,5666","15,9736","16,9450","15,8304","223,45K","4,60%"
25.11.2021,"15,8375","16,1103","16,3719","15,7323","198,80K","-1,65%"
24.11.2021,"16,1027","17,1526","17,6568","15,4130","177,99K","-6,08%"
23.11.2021,"17,1444","15,2493","18,0588","15,1802","209,86K","12,47%"
22.11.2021,"15,2433","15,1186","15,4132","14,7008","227,13K","0,90%"
19.11.2021,"15,1079","14,8329","15,2678","14,5941","172,06K","1,85%"
18.11.2021,"14,8335","14,3304","15,2531","14,0785","217,05K","3,71%"
17.11.2021,"14,3027","13,8917","14,3982","13,8326","213,80K","3,02%"
16.11.2021,"13,8828","13,5056","13,9966","13,4733","218,92K","2,94%"
15.11.2021,"13,4858","13,3941","13,5597","13,3504","185,77K","0,79%"
12.11.2021,"13,3796","13,2462","13,4632","13,1898","185,16K","1,18%"
11.11.2021,"13,2238","13,1947","13,3635","13,1761","201,22K","0,30%"
10.11.2021,"13,1838","13,1961","13,3464","13,1556","203,11K","0,02%"
09.11.2021,"13,1815","13,1342","13,2341","13,0914","190,02K","0,44%"
08.11.2021,"13,1239","13,0836","13,2104","13,0033","178,49K","0,53%"
05.11.2021,"13,0542","13,1007","13,1655","12,9943","171,72K","-0,16%"
04.11.2021,"13,0751","13,1999","13,3155","13,0569","235,83K","-0,77%"
03.11.2021,"13,1763","13,0760","13,3232","13,0515","215,03K","0,88%"
02.11.2021,"13,0618","13,0439","13,1046","12,9031","209,83K","0,29%"
01.11.2021,"13,0243","13,1451","13,1636","12,9684","177,92K","-0,94%"
29.10.2021,"13,1475","13,1602","13,2653","13,1027","207,57K","0,10%"
28.10.2021,"13,1338","13,0561","13,2579","13,0056","201,85K","0,79%"
27.10.2021,"13,0306","13,1400","13,1642","12,9950","187,42K","-0,71%"
26.10.2021,"13,1238","13,2017","13,2541","12,9549","169,55K","-0,51%"
25.10.2021,"13,1913","13,2168","13,5632","13,1152","159,35K","0,18%"
22.10.2021,"13,1675","13,1291","13,3305","13,0702","177,37K","0,45%"
21.10.2021,"13,1083","12,7450","13,1763","12,7109","161,47K","2,96%"
20.10.2021,"12,7316","12,8297","12,9044","12,6627","155,57K","-0,65%"
