"﻿""Tarih""",Şimdi,Açılış,Yüksek,Düşük,Hac.,Fark %
19.10.2021,"12,8153","12,8141","12,9108","12,7369","153,96K","0,13%"
18.10.2021,"12,7983","12,7454","12,8591","12,6904","141,24K","0,61%"
15.10.2021,"12,7211","12,5619","12,7621","12,5363","165,76K","1,40%"
14.10.2021,"12,5450","12,4143","12,6097","12,3691","155,69K","1,14%"
13.10.2021,"12,4032","12,2873","12,4370","12,2639","177,89K","1,06%"
12.10.2021,"12,2727","12,2387","12,3157","12,2109","148,34K","0,43%"
11.10.2021,"12,2205","12,2200","12,2775","12,1617","140,39K","0,19%"
08.10.2021,"12,1974","12,0898","12,2397","12,0494","161,88K","0,99%"
07.10.2021,"12,0779","12,0570","12,1244","12,0116","171,10K","0,27%"
06.10.2021,"12,0448","12,0968","12,1564","12,0182","188,92K","-0,35%"
05.10.2021,"12,0873","12,0554","12,1311","12,0211","183,13K","0,33%"
04.10.2021,"12,0477","12,0044","12,0878","11,9744","150,99K","0,44%"
01.10.2021,"11,9950","11,9782","12,0400","11,9028","162,87K","0,20%"
30.09.2021,"11,9715","11,9817","12,0295","11,8986","182,95K","0,09%"
29.09.2021,"11,9605","12,0147","12,0486","11,8900","172,56K","-0,32%"
28.09.2021,"11,9988","12,0836","12,1476","11,9782","175,08K","-0,61%"
27.09.2021,"12,0725","12,1532","12,1793","12,0674","145,29K","-0,55%"
24.09.2021,"12,1397","12,0301","12,1709","12,0008","159,84K","1,01%"
23.09.2021,"12,0182","11,7971","12,0759","11,7661","175,74K","2,05%"
22.09.2021,"11,7762","11,7860","11,8343","11,7305","176,40K","0,02%"
21.09.2021,"11,7741","11,8452","11,8804","11,7416","166,16K","-0,49%"
20.09.2021,"11,8321","11,8801","11,9682","11,8056","159,32K","-0,21%"
17.09.2021,"11,8570","11,7664","11,9098","11,7246","157,33K","0,88%"
16.09.2021,"11,7530","11,6726","11,7952","11,6369","175,91K","0,82%"
15.09.2021,"11,6574","11,6578","11,7155","11,6187","162,46K","0,17%"
14.09.2021,"11,6377","11,6622","11,7528","11,6293","166,05K","-0,10%"
13.09.2021,"11,6492","11,7225","11,7386","11,6396","144,78K","-0,45%"
10.09.2021,"11,7013","11,6745","11,7402","11,6320","171,06K","0,32%"
09.09.2021,"11,6636","11,6692","11,7618","11,6233","170,92K","0,14%"
08.09.2021,"11,6473","11,5134","11,6896","11,4769","180,46K","1,25%"
07.09.2021,"11,5040","11,4591","11,5217","11,4182","173,17K","0,47%"
06.09.2021,"11,4505","11,5419","11,5525","11,4295","131,16K","-0,56%"
03.09.2021,"11,5147","11,4511","11,5651","11,4274","157,63K","0,65%"
02.09.2021,"11,4406","11,4285","11,4752","11,3785","146,70K","0,22%"
01.09.2021,"11,4150","11,4401","11,4691","11,3712","158,22K","-0,06%"
31.08.2021,"11,4220","11,5316","11,5768","11,4024","148,80K","-0,87%"
30.08.2021,"11,5222","11,4930","11,5569","11,4576","107,59K","0,39%"
27.08.2021,"11,4780","11,4960","11,5620","11,4383","165,54K","-0,09%"
26.08.2021,"11,4887","11,5301","11,5536","11,4519","153,59K","-0,22%"
25.08.2021,"11,5146","11,5464","11,5738","11,4585","141,97K","-0,09%"
24.08.2021,"11,5251","11,5603","11,6207","11,5074","130,68K","-0,20%"
23.08.2021,"11,5479","11,5800","11,6199","11,5206","134,89K","-0,08%"
20.08.2021,"11,5577","11,6132","11,6844","11,2770","273,84K","-0,23%"
19.08.2021,"11,5840","11,6308","11,7095","11,5295","282,72K","-0,32%"
18.08.2021,"11,6209","11,5900","11,7067","11,5442","218,75K","0,36%"
17.08.2021,"11,5789","11,7189","11,7355","11,5323","192,48K","-1,10%"
16.08.2021,"11,7074","11,8193","11,8378","11,6680","211,28K","-0,85%"
13.08.2021,"11,8073","11,8156","11,8688","11,7341","220,27K","0,04%"
12.08.2021,"11,8029","11,9748","11,9885","11,7576","220,28K","-1,34%"
11.08.2021,"11,9631","11,9132","12,0319","11,7344","230,72K","0,67%"
10.08.2021,"11,8831","11,9695","12,0169","11,8433","299,91K","-0,70%"
09.08.2021,"11,9666","11,9793","12,0521","11,9148","214,87K","0,13%"
06.08.2021,"11,9513","11,8781","12,0053","11,8440","144,69K","0,67%"
05.08.2021,"11,8722","11,7753","11,9181","11,7542","162,80K","0,89%"
04.08.2021,"11,7676","11,7012","11,8173","11,6621","147,89K","0,66%"
03.08.2021,"11,6908","11,5964","11,7510","11,5226","145,46K","0,94%"
02.08.2021,"11,5823","11,7519","11,7997","11,5616","132,28K","-1,20%"
30.07.2021,"11,7231","11,8026","11,8441","11,6730","150,60K","-0,65%"
29.07.2021,"11,8001","11,8917","11,9586","11,7805","164,99K","-0,68%"
28.07.2021,"11,8804","11,8896","11,9222","11,8371","161,63K","0,18%"
27.07.2021,"11,8589","11,8267","11,9227","11,7832","159,14K","0,40%"
26.07.2021,"11,8121","11,7671","11,8679","11,7331","157,32K","0,56%"
23.07.2021,"11,7458","11,7873","11,8047","11,6823","144,66K","-0,23%"
22.07.2021,"11,7723","11,7073","11,8203","11,6749","162,19K","0,34%"
21.07.2021,"11,7326","11,6769","11,7775","11,6200","141,77K","0,56%"
20.07.2021,"11,6678","11,7432","11,7789","11,5514","166,66K","-0,42%"
19.07.2021,"11,7172","11,7516","11,8172","11,6623","174,04K","-0,04%"
16.07.2021,"11,7216","11,8519","11,8759","11,6764","166,05K","-0,98%"
15.07.2021,"11,8382","11,9066","11,9242","11,8092","158,35K","-0,47%"
14.07.2021,"11,8940","11,9150","11,9824","11,8693","146,97K","-0,06%"
13.07.2021,"11,9007","11,9979","12,0140","11,8477","140,51K","-0,70%"
12.07.2021,"11,9845","12,0406","12,0545","11,9275","168,50K","-0,27%"
09.07.2021,"12,0172","11,9827","12,0543","11,9194","175,87K","0,33%"
08.07.2021,"11,9782","11,9944","12,0385","11,9256","175,25K","-0,05%"
07.07.2021,"11,9843","11,9965","12,0401","11,9235","181,03K","-0,01%"
06.07.2021,"11,9857","12,0086","12,0527","11,9531","193,86K","-0,07%"
05.07.2021,"11,9941","12,0112","12,0603","11,9718","132,22K","-0,01%"
02.07.2021,"11,9955","11,9279","12,0431","11,8940","148,55K","0,74%"
01.07.2021,"11,9070","12,0433","12,0589","11,8864","173,90K","-1,06%"
30.06.2021,"12,0346","12,0909","12,1260","11,9542","174,65K","-0,36%"
29.06.2021,"12,0778","12,0556","12,1325","11,9963","159,47K","0,19%"
28.06.2021,"12,0549","12,1706","12,2098","12,0395","135,06K","-0,71%"
25.06.2021,"12,1414","12,1257","12,2198","12,0200","160,76K","0,23%"
24.06.2021,"12,1133","12,0675","12,1489","12,0282","173,54K","0,53%"
23.06.2021,"12,0498","12,0694","12,1319","11,9861","156,07K","-0,05%"
22.06.2021,"12,0563","12,2178","12,2497","12,0159","165,79K","-1,23%"
21.06.2021,"12,2064","12,0733","12,2381","12,0291","176,96K","1,30%"
18.06.2021,"12,0493","12,1385","12,1665","11,9880","208,22K","-0,60%"
17.06.2021,"12,1223","12,0396","12,1730","11,9904","179,65K","0,75%"
16.06.2021,"12,0318","12,0526","12,1127","11,9494","161,06K","-0,05%"
15.06.2021,"12,0376","11,9527","12,1096","11,9135","160,42K","0,86%"
14.06.2021,"11,9344","11,8413","11,9736","11,7004","169,33K","0,94%"
11.06.2021,"11,8234","11,9468","11,9802","11,7091","150,24K","-0,95%"
10.06.2021,"11,9364","12,1271","12,1409","11,9054","163,68K","-1,44%"
09.06.2021,"12,1114","12,1834","12,2200","12,0927","141,53K","-0,48%"
08.06.2021,"12,1703","12,2129","12,2480","12,1092","159,95K","0,11%"
07.06.2021,"12,1569","12,2663","12,3006","12,1364","148,28K","-0,78%"
04.06.2021,"12,2521","12,2752","12,3449","12,2226","159,08K","-0,04%"
03.06.2021,"12,2571","12,1767","12,3364","12,1396","174,92K","0,80%"
02.06.2021,"12,1598","12,0793","12,4319","12,0651","196,72K","0,77%"
01.06.2021,"12,0667","12,0652","12,1336","12,0319","177,35K","0,14%"
31.05.2021,"12,0504","12,1403","12,1893","11,9828","170,15K","-0,64%"
28.05.2021,"12,1285","12,0789","12,2025","11,9890","183,31K","0,65%"
27.05.2021,"12,0505","11,9401","12,1250","11,8867","229,53K","1,01%"
26.05.2021,"11,9299","11,9724","11,9937","11,8968","197,68K","-0,23%"
25.05.2021,"11,9577","11,8751","12,0157","11,8497","197,61K","0,82%"
24.05.2021,"11,8599","11,9167","11,9446","11,8211","182,95K","-0,28%"
21.05.2021,"11,8928","11,8917","11,9295","11,8354","201,06K","0,14%"
20.05.2021,"11,8762","11,8759","11,9159","11,7661","188,28K","0,14%"
19.05.2021,"11,8596","11,8553","11,9548","11,8317","193,02K","0,18%"
18.05.2021,"11,8385","11,7479","11,8942","11,7340","202,05K","0,81%"
17.05.2021,"11,7435","11,9164","11,9487","11,7065","152,67K","-1,31%"
14.05.2021,"11,8989","11,9479","11,9731","11,8101","143,16K","-0,32%"
13.05.2021,"11,9374","11,8506","11,9614","11,8227","164,39K","0,93%"
12.05.2021,"11,8276","11,7218","11,9258","11,6735","166,12K","0,97%"
11.05.2021,"11,7136","11,6869","11,7882","11,6663","208,72K","0,35%"
10.05.2021,"11,6723","11,5154","11,7243","11,5080","200,28K","1,46%"
07.05.2021,"11,5040","11,5024","11,5854","11,4410","171,92K","0,20%"
06.05.2021,"11,4808","11,5803","11,6257","11,4773","194,85K","-0,66%"
05.05.2021,"11,5569","11,5658","11,6588","11,5367","203,16K","0,04%"
04.05.2021,"11,5527","11,4788","11,6015","11,4507","178,42K","0,73%"
03.05.2021,"11,4695","11,4621","11,5582","11,4302","181,54K","0,35%"
30.04.2021,"11,4290","11,4583","11,5420","11,4004","189,13K","-0,14%"
29.04.2021,"11,4454","11,4269","11,5575","11,3405","155,38K","0,25%"
28.04.2021,"11,4166","11,4347","11,4691","11,3008","163,36K","0,11%"
27.04.2021,"11,4046","11,5143","11,5464","11,3565","204,01K","-0,83%"
26.04.2021,"11,4995","11,6467","11,8091","11,4761","203,42K","-1,05%"
23.04.2021,"11,6211","11,5192","11,6983","11,4689","149,07K","1,13%"
22.04.2021,"11,4907","11,4089","11,6701","11,3852","190,53K","0,88%"
21.04.2021,"11,3903","11,3124","11,4506","11,2874","175,60K","0,84%"
20.04.2021,"11,2954","11,3235","11,3794","11,2815","169,47K","-0,10%"
19.04.2021,"11,3071","11,1611","11,3465","11,1153","149,50K","1,48%"
16.04.2021,"11,1424","11,0553","11,1864","11,0286","200,74K","1,00%"
15.04.2021,"11,0317","11,1343","11,2513","11,0149","207,81K","-0,78%"
14.04.2021,"11,1180","11,1644","11,2191","11,0561","193,20K","-0,33%"
13.04.2021,"11,1551","11,2085","11,2577","11,1288","167,05K","-0,29%"
12.04.2021,"11,1872","11,2022","11,3118","11,1369","176,32K","0,10%"
09.04.2021,"11,1759","11,1814","11,2671","11,1204","170,66K","0,12%"
08.04.2021,"11,1623","11,2107","11,2846","11,1529","184,75K","-0,04%"
07.04.2021,"11,1671","11,2564","11,3603","11,1671","204,33K","-0,59%"
06.04.2021,"11,2334","11,2757","11,3497","11,2238","180,56K","-0,18%"
05.04.2021,"11,2539","11,2951","11,4218","11,2288","141,76K","-0,14%"
02.04.2021,"11,2694","11,2361","11,3312","11,0331","139,49K","0,55%"
01.04.2021,"11,2073","11,3688","11,4242","11,1762","213,03K","-1,34%"
31.03.2021,"11,3593","11,4539","11,5606","11,3250","215,04K","-0,76%"
30.03.2021,"11,4462","11,2970","11,6440","11,2740","178,00K","1,56%"
29.03.2021,"11,2700","11,2275","11,3587","11,0206","194,89K","0,50%"
26.03.2021,"11,2141","10,9168","11,2539","10,8884","172,22K","2,84%"
25.03.2021,"10,9049","10,8603","10,9874","10,7860","185,84K","0,64%"
24.03.2021,"10,8352","10,9191","11,0310","10,7307","209,64K","-0,74%"
23.03.2021,"10,9164","10,8149","11,0061","10,6035","192,53K","1,00%"
22.03.2021,"10,8080","10,0098","11,2845","9,9831","132,16K","8,02%"
19.03.2021,"10,0058","10,2007","10,2576","9,9818","174,97K","-1,79%"
18.03.2021,"10,1885","10,4812","10,5559","10,1571","184,50K","-2,73%"
17.03.2021,"10,4746","10,4119","10,6124","10,3846","155,72K","0,67%"
16.03.2021,"10,4046","10,4752","10,4840","10,3394","147,16K","-0,56%"
15.03.2021,"10,4637","10,5286","10,5928","10,4382","170,08K","-0,56%"
12.03.2021,"10,5231","10,4617","10,6152","10,4478","192,04K","0,81%"
11.03.2021,"10,4382","10,4523","10,5422","10,3596","176,73K","-0,05%"
10.03.2021,"10,4431","10,5814","10,6258","10,4216","195,00K","-1,25%"
09.03.2021,"10,5748","10,7457","10,7675","10,5471","209,89K","-1,55%"
08.03.2021,"10,7410","10,4314","10,7657","10,3792","203,52K","2,99%"
05.03.2021,"10,4289","10,4275","10,4972","10,3057","192,12K","0,10%"
04.03.2021,"10,4190","10,4122","10,5319","10,3406","219,74K","0,14%"
03.03.2021,"10,4041","10,2585","10,4795","10,1846","203,38K","1,49%"
02.03.2021,"10,2515","10,1518","10,3327","10,1162","188,41K","1,21%"
01.03.2021,"10,1287","10,3502","10,3783","10,0520","213,99K","-2,05%"
26.02.2021,"10,3412","10,2863","10,4443","10,1794","215,85K","0,62%"
25.02.2021,"10,2778","10,1369","10,4551","10,1187","243,05K","1,46%"
24.02.2021,"10,1303","10,0280","10,2369","10,0159","180,27K","1,09%"
23.02.2021,"10,0209","9,8714","10,0450","9,8570","196,64K","1,60%"
22.02.2021,"9,8629","9,7596","9,9506","9,7516","168,87K","1,14%"
19.02.2021,"9,7519","9,7378","9,7998","9,7255","192,24K","0,31%"
18.02.2021,"9,7214","9,6621","9,7748","9,6383","208,54K","0,73%"
17.02.2021,"9,6510","9,7221","9,8000","9,6349","241,96K","-0,62%"
16.02.2021,"9,7110","9,6812","9,7557","9,5963","242,36K","0,38%"
15.02.2021,"9,6743","9,7424","9,7746","9,6539","178,23K","-0,60%"
12.02.2021,"9,7329","9,7072","9,7569","9,6624","198,45K","0,32%"
11.02.2021,"9,7023","9,7680","9,7961","9,6930","240,06K","-0,52%"
10.02.2021,"9,7526","9,7609","9,7986","9,7320","268,27K","0,03%"
09.02.2021,"9,7501","9,7160","9,8370","9,7106","222,93K","0,43%"
08.02.2021,"9,7088","9,6841","9,7681","9,6412","191,04K","0,30%"
05.02.2021,"9,6801","9,7585","9,7838","9,6501","214,19K","-0,73%"
04.02.2021,"9,7512","9,7736","9,7983","9,6381","191,01K","-0,14%"
03.02.2021,"9,7650","9,8336","9,8551","9,7302","185,67K","-0,64%"
02.02.2021,"9,8275","9,8308","9,8469","9,7051","203,92K","0,08%"
01.02.2021,"9,8199","10,0309","10,0412","9,7828","209,90K","-1,94%"
29.01.2021,"10,0138","10,0716","10,1296","9,9698","245,61K","-0,45%"
28.01.2021,"10,0593","10,1248","10,1679","10,0314","243,88K","-0,55%"
27.01.2021,"10,1149","10,0953","10,1563","10,0776","227,72K","0,27%"
26.01.2021,"10,0879","10,1311","10,1537","10,0373","178,05K","-0,36%"
25.01.2021,"10,1242","10,1432","10,1824","10,0838","203,59K","-0,16%"
22.01.2021,"10,1407","10,1194","10,1747","10,0811","231,77K","0,29%"
21.01.2021,"10,1117","10,1342","10,2016","10,0745","237,72K","-0,14%"
20.01.2021,"10,1263","10,1868","10,2146","10,0763","220,11K","-0,52%"
19.01.2021,"10,1789","10,1651","10,2006","10,0891","210,18K","0,21%"
18.01.2021,"10,1572","10,1619","10,2341","10,1144","180,44K","0,04%"
15.01.2021,"10,1532","10,0906","10,2268","10,0462","208,61K","0,65%"
14.01.2021,"10,0872","10,1024","10,1792","10,0266","209,33K","0,05%"
13.01.2021,"10,0824","10,1848","10,2289","10,0718","210,38K","-0,95%"
12.01.2021,"10,1787","10,1070","10,2295","10,0608","201,49K","0,77%"
11.01.2021,"10,1009","10,0073","10,1477","9,9416","191,41K","1,03%"
08.01.2021,"9,9977","9,9297","10,0744","9,9143","181,02K","0,77%"
07.01.2021,"9,9212","9,9430","10,0307","9,8391","212,59K","-0,18%"
06.01.2021,"9,9395","10,0708","10,0871","9,8524","206,70K","-1,20%"
05.01.2021,"10,0607","10,0770","10,1074","10,0070","208,03K","-0,07%"
04.01.2021,"10,0679","10,1657","10,1821","10,0230","166,92K","-0,98%"
01.01.2021,"10,1673","10,1683","10,1791","10,1673","1,49K","0,05%"
31.12.2020,"10,1618","10,0576","10,2416","10,0159","186,92K","1,12%"
30.12.2020,"10,0495","9,9728","10,0696","9,8882","186,66K","0,85%"
29.12.2020,"9,9650","10,0157","10,0858","9,9008","179,09K","-0,47%"
28.12.2020,"10,0122","10,2374","10,2821","9,9476","134,53K","-2,08%"
25.12.2020,"10,2247","10,2716","10,3217","10,2050","4,47K","-0,37%"
24.12.2020,"10,2630","10,3120","10,4273","10,2323","205,59K","-0,38%"
23.12.2020,"10,3026","10,2383","10,3675","10,2244","226,63K","0,71%"
22.12.2020,"10,2298","10,3062","10,3177","10,1638","227,17K","-0,66%"
21.12.2020,"10,2980","10,2800","10,3205","10,0969","221,23K","-0,09%"
18.12.2020,"10,3075","10,4628","10,5133","10,2687","216,65K","-1,39%"
17.12.2020,"10,4526","10,5358","10,5850","10,4377","219,63K","-0,73%"
16.12.2020,"10,5294","10,5455","10,6002","10,4565","206,17K","-0,10%"
15.12.2020,"10,5400","10,4629","10,5577","10,4021","148,31K","0,81%"
14.12.2020,"10,4555","10,4404","10,6319","10,4325","141,17K","0,65%"
11.12.2020,"10,3883","10,4881","10,6055","10,3238","175,17K","-0,91%"
10.12.2020,"10,4834","10,4901","10,5328","10,4180","172,41K","0,13%"
09.12.2020,"10,4698","10,4376","10,5634","10,4297","157,70K","0,45%"
08.12.2020,"10,4227","10,4360","10,5008","10,3926","173,29K","-0,07%"
07.12.2020,"10,4297","10,4909","10,5330","10,3645","169,45K","-0,46%"
04.12.2020,"10,4783","10,4542","10,5642","10,4242","184,26K","0,35%"
03.12.2020,"10,4413","10,4914","10,6222","10,4330","241,69K","-0,47%"
02.12.2020,"10,4902","10,5037","10,5342","10,3941","302,67K","-0,06%"
01.12.2020,"10,4970","10,4363","10,6125","10,4213","292,87K","0,66%"
30.11.2020,"10,4282","10,4318","10,4931","10,3237","284,67K","-0,01%"
27.11.2020,"10,4291","10,5130","10,5556","10,3734","307,36K","-0,76%"
26.11.2020,"10,5092","10,6150","10,6810","10,4761","277,50K","-0,96%"
25.11.2020,"10,6115","10,6925","10,7112","10,5667","306,81K","-0,70%"
24.11.2020,"10,6864","10,5068","10,7676","10,4426","301,82K","1,78%"
23.11.2020,"10,4999","10,1355","10,6552","10,1355","293,75K","3,58%"
20.11.2020,"10,1372","10,0161","10,2340","9,9722","302,89K","1,24%"
19.11.2020,"10,0130","10,2274","10,2491","9,9375","321,55K","-2,05%"
18.11.2020,"10,2224","10,1989","10,3455","10,1736","302,85K","0,31%"
17.11.2020,"10,1905","10,1596","10,3260","10,1389","307,31K","0,36%"
16.11.2020,"10,1539","10,0984","10,2470","10,0339","254,67K","0,53%"
13.11.2020,"10,1007","10,0876","10,2010","9,9763","300,58K","0,20%"
12.11.2020,"10,0806","10,3126","10,4153","10,0442","329,96K","-2,21%"
11.11.2020,"10,3079","10,8112","10,8862","10,2795","289,67K","-4,61%"
10.11.2020,"10,8063","10,6171","11,0473","10,6115","300,73K","1,82%"
09.11.2020,"10,6132","11,2214","11,2287","10,5059","285,64K","-5,35%"
06.11.2020,"11,2131","11,0711","11,2810","11,0238","324,66K","1,31%"
05.11.2020,"11,0676","10,9451","11,0887","10,9100","342,65K","1,15%"
04.11.2020,"10,9417","10,9751","11,0885","10,8929","321,58K","-0,27%"
03.11.2020,"10,9708","10,8799","11,1160","10,8667","298,00K","0,90%"
02.11.2020,"10,8730","10,8057","10,9262","10,7690","302,02K","0,69%"
30.10.2020,"10,7990","10,7208","10,8761","10,6691","341,99K","0,80%"
29.10.2020,"10,7132","10,7208","10,8345","10,6650","314,58K","-0,07%"
28.10.2020,"10,7211","10,6812","10,8000","10,6454","337,05K","0,42%"
27.10.2020,"10,6762","10,5242","10,6993","10,5204","313,67K","1,46%"
26.10.2020,"10,5222","10,3809","10,5497","10,3793","301,87K","1,36%"
23.10.2020,"10,3811","10,3818","10,4625","10,3317","313,93K","0,06%"
22.10.2020,"10,3747","10,2733","10,4691","10,1826","335,26K","1,06%"
21.10.2020,"10,2661","10,1876","10,3084","10,1580","315,11K","0,90%"
20.10.2020,"10,1744","10,2109","10,2509","10,1622","306,01K","-0,27%"
19.10.2020,"10,2018","10,2472","10,2993","10,1912","281,53K","-0,39%"
16.10.2020,"10,2417","10,2485","10,2987","10,1946","295,02K","0,00%"
15.10.2020,"10,2421","10,2957","10,3361","10,2217","291,55K","-0,46%"
14.10.2020,"10,2896","10,2406","10,3495","10,2099","304,22K","0,54%"
13.10.2020,"10,2345","10,3118","10,3299","10,2299","312,18K","-0,67%"
12.10.2020,"10,3032","10,2394","10,3306","10,2311","276,32K","0,52%"
09.10.2020,"10,2497","10,2764","10,3105","10,1893","326,52K","-0,19%"
08.10.2020,"10,2696","10,1863","10,3011","10,1728","336,24K","0,88%"
07.10.2020,"10,1804","10,0414","10,2053","10,0276","343,38K","1,39%"
06.10.2020,"10,0406","10,0759","10,1267","10,0321","311,29K","-0,29%"
05.10.2020,"10,0700","10,0534","10,1014","9,9926","276,03K","0,18%"
02.10.2020,"10,0523","9,9959","10,0799","9,9201","335,07K","0,63%"
01.10.2020,"9,9890","9,9710","10,0482","9,8656","331,33K","0,22%"
30.09.2020,"9,9671","10,0575","10,0758","9,9171","331,04K","-0,82%"
29.09.2020,"10,0495","10,0132","10,1241","9,9726","310,01K","0,37%"
28.09.2020,"10,0126","9,7706","10,1040","9,7673","303,99K","2,55%"
25.09.2020,"9,7636","9,7198","9,7875","9,5648","316,76K","0,48%"
24.09.2020,"9,7168","9,7984","9,8404","9,6119","334,54K","-0,76%"
23.09.2020,"9,7917","9,7626","9,8480","9,7049","322,33K","0,38%"
22.09.2020,"9,7544","9,7792","9,8424","9,7104","309,42K","-0,23%"
21.09.2020,"9,7770","9,7695","9,8346","9,7394","291,33K","0,18%"
18.09.2020,"9,7590","9,7955","9,8403","9,7480","313,11K","-0,30%"
17.09.2020,"9,7884","9,7341","9,8243","9,6678","341,98K","0,59%"
16.09.2020,"9,7308","9,6590","9,7668","9,6295","304,39K","0,88%"
15.09.2020,"9,6457","9,6194","9,6793","9,5875","271,91K","0,34%"
14.09.2020,"9,6132","9,5608","9,6840","9,5520","237,86K","0,56%"
11.09.2020,"9,5594","9,5361","9,6106","9,5222","282,22K","0,25%"
10.09.2020,"9,5358","9,7342","9,7605","9,5154","296,46K","-1,98%"
09.09.2020,"9,7286","9,7173","9,7575","9,6430","270,99K","0,18%"
08.09.2020,"9,7112","9,8203","9,8309","9,7088","263,46K","-1,05%"
07.09.2020,"9,8142","9,8750","9,8840","9,7718","214,82K","-0,59%"
04.09.2020,"9,8729","9,8771","9,9195","9,7784","279,79K","0,01%"
03.09.2020,"9,8717","9,8631","9,9030","9,7963","297,81K","0,17%"
02.09.2020,"9,8545","9,8622","9,8801","9,7907","267,76K","0,00%"
01.09.2020,"9,8546","9,8252","9,9226","9,8138","282,79K","0,33%"
31.08.2020,"9,8217","9,7885","9,8679","9,7313","256,97K","0,34%"
28.08.2020,"9,7887","9,7182","9,8076","9,6787","292,73K","0,78%"
27.08.2020,"9,7127","9,7338","9,7607","9,6291","284,97K","-0,17%"
26.08.2020,"9,7293","9,7236","9,7631","9,6184","261,77K","0,16%"
25.08.2020,"9,7142","9,6390","9,7458","9,6206","264,38K","0,81%"
24.08.2020,"9,6363","9,6033","9,6931","9,5566","240,04K","0,36%"
21.08.2020,"9,6013","9,6447","9,7238","9,4290","282,37K","-0,37%"
20.08.2020,"9,6366","9,5503","9,6941","9,5060","296,31K","0,92%"
19.08.2020,"9,5491","9,7605","9,7973","9,4807","255,58K","-2,11%"
18.08.2020,"9,7551","9,6719","9,7778","9,6670","159,80K","0,91%"
17.08.2020,"9,6676","9,6446","9,7014","9,6299","243,47K","0,31%"
14.08.2020,"9,6382","9,5840","9,6983","9,5381","257,54K","0,58%"
